date,section_name,headline,abstract,lead_paragraph,keywords,word_count
2021-07-13,U.S.,Lawsuit Takes Aim at Citizen-Enforced Texas Abortion Law,"Abortion providers are challenging a new law that would allow individuals to sue abortion clinics, doctors and anyone helping a woman get an abortion in Texas.","A coalition of abortion providers and their supporters filed a federal lawsuit on Tuesday to challenge a new Texas law that would allow individuals to sue abortion clinics, doctors and anyone helping a woman get an abortion in the state.","['Abortion', 'Suits and Litigation (Civil)', 'Law and Legislation']",831
2021-07-13,World,"Ahmed Jibril, Militant Palestinian Leader Behind Attacks, Dies at 84","He was considered a top security threat to Israel in the 1970s and ’80s, and his hijackings, kidnappings and attacks had enduring political effects.","Ahmed Jibril, one of the most extreme of the Palestinian militants who opposed Israel in the 1970s and ’80s and the leader of a group that was responsible for a series of airplane hijackings, kidnappings and attacks, died on July 7 in Damascus, Syria. He was 84.","['Deaths (Obituaries)', 'Palestinians', 'Terrorism', 'War and Armed Conflicts']",542
2021-07-13,Opinion,Why Is the Country Panicking About Critical Race Theory?,How an obscure legal theory took over American politics.,This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays.,"['Race and Ethnicity', 'Education (K-12)', 'Discrimination', 'Minorities', 'Politics and Government', 'United States Politics and Government']",1749
2021-07-13,U.S.,Why Did Texas Democrats Flee the State? And What Does It Mean?,The Democratic legislators who fled to Washington to thwart the passage of a restrictive voting measure cannot be legally forced to return from out of state.,"SAN ANTONIO — When Texas Democrats walked out of the Statehouse in late May, denying Republicans a quorum and thwarting passage of a restrictive voting measure, it was a dramatic political move not seen in nearly two decades.","['State Legislatures', 'Politics and Government', 'Voter Registration and Requirements', 'Absentee Voting']",1208
2021-07-13,U.S.,Death Toll Rises to 95 in Florida Condo Collapse,The death toll from the collapse of the Champlain Towers South in Surfside last month increased as search-and-recovery workers discovered an additional body on Tuesday.,The death toll from the collapse of the Champlain Towers South in Surfside last month increased as search-and-recovery workers discovered an additional body on Tuesday.,"['Surfside, Fla, Building Collapse (2021)', 'Condominiums', 'Deaths (Fatalities)']",0
2021-07-13,Business Day,TIAA is accused of misleading retirement investors in latest scrutiny of its tactics.,"Regulators said TIAA employees encouraged investors to move money out of retirement plans with their employers, where fees were lower, to different plans that helped the company make more money.","A unit of TIAA, the investment firm that runs retirement plans for many educators and others, will pay $97 million to settle charges from both the Securities and Exchange Commission and New York State that it misled thousands of investors.","['Pensions and Retirement Plans', 'Personal Finances']",173
2021-07-13,Sports,Brooks Koepka Explains Why He Won’t Drop Feud With Bryson DeChambeau,"Ahead of the British Open, Koepka said the two were “not going to be high-fiving” each other as Ryder Cup teammates and traced the reason back to 2019.","The feud between Brooks Koepka and Bryson DeChambeau survived the trip across the Atlantic to the British Open with barbs intact, erupting and entertaining anew on Tuesday. Among the highlights:","['Golf', 'British Open (Golf)']",833
2021-07-13,Sports,"With Baseball Nearing a Crossroads, Its Commissioner Turns Nostalgic","The return of the All-Star Game is a welcome bit of good news for Rob Manfred, but the upcoming expiration of the sport’s collective bargaining agreement looms over everything.","DENVER — Rob Manfred, the commissioner of Major League Baseball, rarely speaks romantically about his sport. But on Tuesday, with the All-Star Game a few hours away after a lonely 2020 summer without one, Manfred gave in to nostalgia. Fifty years ago, at a friend’s house on Brantingham Lake in upstate New York, an All-Star Game captivated him.",['Baseball'],1035
2021-07-13,Arts,‘This Is More Than Possible’: Mj Rodriguez Makes Emmy History,On Tuesday the “Pose” star became the first trans performer to earn a Primetime Emmy nomination in a lead acting category.,"Somewhere in the south of France, the wine was waiting. Four hours after the 73rd Primetime Emmy nominations were announced — and Mj Rodriguez became the first trans performer to earn a nod in a lead acting category — she still hadn’t even sipped it.","['Television', 'Emmy Awards']",766
2021-07-13,Science,This Insect Drinks Your Milkshake,"The froghopper has amazing powers of suction, scientists found. It also produces astonishing amounts of urine.","A meadow froghopper urinates so much that it could drown itself. Luckily, the insect Philaenus spumarius, which is approximately the size of a Tic Tac, has a butt catapult that regularly flicks its globules of liquid waste into the air and safely away from its body.","['Insects', 'Trees and Shrubs', 'Research', 'your-feed-science', 'your-feed-animals']",836
2021-07-13,World,"‘Together, We Can Become a Force’: Haitians Seek Change After Assassination","Civic leaders hope that in the midst of the turmoil, the country can find a way to reimagine itself for a better future.","PORT-AU-PRINCE, Haiti — Teachers and religious leaders, lawyers and farmers, they are veterans of crisis who thought they had seen it all in recent years, looking on in outrage as the democracy they were fighting for was whittled away, gutted under the watch of President Jovenel Moïse.","['Politics and Government', 'Assassinations and Attempted Assassinations']",1134
2021-07-13,U.S.,"By Choice and Circumstance, Democrats Put Voting Rights on the Ballot","Limited in their options and in disagreement about how far to go to pass federal legislation, Democrats are approaching voting rights as an issue to be won in future elections.","The For the People Act, the Democratic voting rights bill that President Biden urged Congress to pass in a major speech in Philadelphia this afternoon, was first introduced in January 2019. It was a simpler time: Few people outside Georgia had heard of Brad Raffensperger, Jan. 6 was just another date on the calendar, and the notion that large numbers of Republicans would join Donald J. Trump in baselessly denying his election loss seemed unlikely.","['Voter Registration and Requirements', 'United States Politics and Government', 'Law and Legislation', 'Midterm Elections (2022)']",1013
2021-07-13,U.S.,Lawmakers Grapple With Nagging Infrastructure Detail: How to Pay for It,"Democratic leaders want a Senate vote on a major infrastructure bill as soon as next week, but Republicans are struggling to deliver the 10 votes needed to beat a filibuster.","WASHINGTON — Republican supporters of a bipartisan infrastructure deal, rushing to lay the groundwork for a Senate vote as early as next week, have found themselves hung up on a familiar issue: how to pay for the hundreds of billions of dollars in new spending.","['American Jobs Plan (2021)', 'Infrastructure (Public Works)', 'Federal Budget (US)', 'Federal Taxes (US)', 'Law and Legislation', 'United States Politics and Government']",1365
2021-07-13,Arts,Brendan Hunt Is Still Surprised ‘Ted Lasso’ Is So Popular,"The actor, writer and creator, who earned four Emmy nods for his work on Season 1, talked about the unexpected success of the most nominated freshman comedy in history.","“Ted Lasso,” the Apple TV+ series about a clueless Kansas football coach (Jason Sudeikis) hired to be the manager of a struggling London Premier League soccer team — despite (or, rather, because of) his utter lack of soccer knowledge — is in itself an underdog story. The critical reception when the first episodes premiered last summer was tepid, to put it kindly.","['Television', 'Emmy Awards']",1180
2021-07-13,U.S.,New York City and California are sticking with their mask rules in schools.,"The decisions come after the Centers for Disease Control relaxed guidelines, urging schools to fully reopen in the fall and to use local health data to determine measures like face coverings.","The Centers for Disease Control and Prevention issued new school guidance last week, calling for a full return to classrooms in the fall and recommending that masks be optional for fully vaccinated students and staff.","['Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'Education (K-12)', 'Masks']",506
2021-07-13,Arts,"Cynthia Erivo of ‘Genius: Aretha,’ on Playing the Queen of Soul",The Tony and Grammy Award winner was nominated for an Emmy for her portrayal of Aretha Franklin in the National Geographic series.,"When Cynthia Erivo was little, it seemed to her Aretha Franklin was on the radio all the time. She remembers the name of the radio station (Magic FM) and the exact songs that seemed to be on infinite repeat: “Chain of Fools”; “Sisters Are Doin’ It For Themselves”; “I Knew You Were Waiting”; and “Until You Come Back to Me (That’s What I’m Gonna Do).”","['Emmy Awards', 'Television']",1149
2021-07-13,U.S.,A new lawsuit aims to pre-empt Texas’ proposed citizen-enforced abortion law.,"A coalition of abortion providers and their supporters filed a federal lawsuit on Tuesday to challenge a new Texas law that would allow individuals to sue abortion clinics, doctors and anyone helping a woman get an abortion in the state.","A coalition of abortion providers and their supporters filed a federal lawsuit on Tuesday to challenge a new Texas law that would allow individuals to sue abortion clinics, doctors and anyone helping a woman get an abortion in the state.",[],383
2021-07-13,Arts,"Charlie Robinson, Actor Best Known for ‘Night Court,’ Dies at 75","Mr. Robinson became a fan favorite as Mac, a levelheaded clerk surrounded by oddballs, on the long-running NBC courtroom comedy.","Charlie Robinson, the veteran actor whose best-known role was Mac, the good-natured and pragmatic court clerk, on the long-running NBC sitcom “Night Court,” died on Sunday in Los Angeles. He was 75.","['Deaths (Obituaries)', 'Actors and Actresses', 'Television', 'Theater']",759
2021-07-14,New York,"Iranian Operatives Planned to Kidnap a Brooklyn Author, Prosecutors Say",Masih Alinejad spoke critically of her native country’s autocracy. Now an Iranian intelligence official and three others have been indicted in New York.,"An Iranian American journalist living in Brooklyn who has been a sharp critic of the Iranian government was the target of an international kidnapping plot orchestrated by an intelligence network in Iran, federal prosecutors said Tuesday.","['Kidnapping and Hostages', 'Writing and Writers']",827
2021-07-14,Opinion,The Assault on Our Privacy Is Being Conducted in Private,"Central databases are exploited by criminals, governments and companies that want to part consumers from their money.","“You have zero privacy anyway,” Scott McNealy, the chief executive of Sun Microsystems, infamously declared more than 20 years ago. “Get over it.”","['Privacy', 'Data-Mining and Database Marketing', 'Computers and the Internet', 'Social Media', 'Online Advertising', 'Surveillance of Citizens by Government', 'Law and Legislation']",980
2021-07-14,World,Scotland Cautiously Eases Virus Restrictions,"On Tuesday, Scotland’s First Minister, Nicola Sturgeon, outlined a careful plan to ease coronavirus restrictions, saying that some rules such as face mask mandates will remain in place.","On Tuesday, Scotland’s First Minister, Nicola Sturgeon, outlined a careful plan to ease coronavirus restrictions, saying that some rules such as face mask mandates will remain in place.","['Masks', 'Coronavirus (2019-nCoV)']",0
2021-07-14,U.S.,A Plane in Utah Lets the Fish Fly,"A widely shared video shows fish bursting out of a small plane, highlighting a method the state has used for more than a half-century to restock lakes.","The sky was blue, the trees were green — a perfect day to be flying above a sparkling lake in southern Utah. A door at the bottom of a small plane opened, and thousands of fish burst out in a torrent of water, their bodies twirling as they cascaded into the lake below.","['Fish and Other Marine Life', 'AIRLINES AND AIRPLANES']",549
2021-07-14,World,Big Dreams and False Claims: How Colombians Got Embroiled in Haiti Assassination,A revealing look at the effort to recruit Colombian military veterans for what was described as a noble nation-building effort in Haiti but ended with 18 of them arrested and three of them dead.,"BOGOTÁ, Colombia — “Gentlemen,” the text message from the recruiter began, “there is an American company that needs special forces, commandos with experience, for a job in Central America.”","['Assassinations and Attempted Assassinations', 'Mercenaries and Private Military Contractors']",1360
2021-07-14,Arts,"Broadway, Awaiting Crowds’ Return, Will Get More Wheelchair Access","Jujamcyn Theaters, which operates five theaters on Broadway, had been accused by federal prosecutors in Manhattan of violating the Americans With Disabilities Act.","Two months before most of Broadway’s theaters reopen, the U.S. attorney’s office in Manhattan announced Tuesday that a major operator had agreed to provide more wheelchair access at its five theaters as part of a settlement.","['Theater', 'Theaters (Buildings)', 'Quarantine (Life and Culture)', 'United States Attorneys', 'Disabilities', 'Wheelchairs', 'Coronavirus Reopenings', 'Fines (Penalties)', 'AMERICANS WITH DISABILITIES ACT']",628
2021-07-14,U.S.,Attempt to Seize Post Reporters’ Email Data Came Day Before Barr Left Office,Newly unsealed court files shed more light on a contentious leak investigation.,"WASHINGTON — The Justice Department sought the email records of three Washington Post reporters the day before William P. Barr stepped down as attorney general in a last-ditch effort to identify who had told the newspaper about conversations between Trump campaign officials and the Russian ambassador, newly unsealed court documents show.","['United States Politics and Government', 'Classified Information and State Secrets', 'News Sources, Confidential Status of', 'News and News Media', 'Freedom of the Press', 'E-Mail']",905
2021-07-14,U.S.,Democrats Propose $3.5 Trillion Budget to Advance With Infrastructure Deal,"The measure, which would include money to address climate change, expand Medicare and fulfill other Democratic priorities, is intended to deliver on President Biden’s economic proposal.","WASHINGTON — Top Democrats announced on Tuesday evening that they had reached agreement on an expansive $3.5 trillion budget blueprint, including plans to pour money into addressing climate change and expanding Medicare among an array of other Democratic priorities, that they plan to advance alongside a bipartisan infrastructure deal.","['Infrastructure (Public Works)', 'Federal Budget (US)', 'Federal Taxes (US)', 'United States Politics and Government']",1076
2021-07-14,Crosswords & Games,Group With Lodges,Amanda Rafkin and Ross Trudeau return with a fabulous Wednesday puzzle.,"WEDNESDAY PUZZLE — I am always delighted to see Amanda Rafkin and Ross Trudeau appear on a puzzle’s byline. This is their eighth collaboration, but every one of their puzzles have been a master class in puzzle construction. If you’re a Monday or Tuesday solver looking to break into the later week puzzles, I think this is a great puzzle to look at. It’s a little tricky, but not devious. It’s tough, but in the same way that makes you feel good after you go on a long run.",['Crossword Puzzles'],756
2021-07-14,Briefing,Your Wednesday Briefing,The fight against restrictive voting laws.,"In an impassioned speech in Philadelphia, President Biden described the fight against restrictive voting laws as the “most significant test of our democracy since the Civil War,” and called Donald J. Trump’s efforts to overturn the 2020 election “a big lie.”",[],1368
2021-07-14,Corrections,"Editors’ Note: July 14, 2021","Corrections that appeared in print on Wednesday, July 14, 2021.","In an article on June 16, Karen Crouse wrote about the impact of Michael Phelps’s mentoring of athletes in the U.S. Olympic swimming trials. After the article was published, editors learned that Ms. Crouse had entered an agreement to co-write a book with Mr. Phelps. If editors had been aware of the conflict, she would not have been given the assignment.",[],344
2021-07-14,Arts,What’s Next for Britney Spears and Her Conservatorship Case,"The judge overseeing the legal arrangement controlling the singer’s life and finances approved the hiring of Mathew S. Rosengart, a former federal prosecutor, as her lawyer on Wednesday.","Three weeks after Britney Spears denounced the conservatorship that has long controlled her personal life and finances as abusive in an impassioned courtroom speech, a Los Angeles judge said the singer can hire her own lawyer on Wednesday.","['Suits and Litigation (Civil)', 'Wills and Estates', 'Pop and Rock Music']",1093
2021-07-14,Today’s Paper,"Quotation of the Day: Humble but Vital, New Mexico’s Fabled Canals Are Running Dry","Quotation of the Day for Wednesday, July 14, 2021.",“I never thought I’d witness such a crash in our water sources. I look at the mountains around us and ask: Where’s the snow? Where are the rains?”,[],52
2021-07-14,World,China’s Women Filmmakers Are Embracing Their Stories. Moviegoers Are Loving It.,"China has many talented female directors, but few have seen runaway box office success. That changed with two recent movies, “Hi, Mom” and “Sister.”",Two of the biggest films in China this year were neither chest-thumping odes to patriotism nor slapstick buddy comedies. They featured no superheroes or intricately choreographed car chase scenes.,"['Movies', 'Women and Girls', 'Box Office Sales']",1224
2021-07-14,Theater,"California Theaters, Facing a Shaky Future, to Get $50 Million in Aid",Gov. Gavin Newsom and fellow Democrats responded to strong lobbying from small nonprofit theaters to support their reopening.,"LOS ANGELES — California’s beleaguered network of small, nonprofit theaters will receive a $50 million one-time subsidy under a $262 billion California state budget agreement signed this week by Gov. Gavin Newsom.","['Budgets and Budgeting', 'Theater', 'Nonprofit Organizations', 'Finances', 'Politics and Government']",530
2021-07-14,World,Parents Who Never Stopped Searching Reunite With Son Abducted 24 Years Ago,"Guo Gangtang’s cross-country, decades-long search for his son inspired a movie. Now, there’s an ending fit for Hollywood.","For nearly 24 years, the father crossed China by motorbike. With banners displaying photos of a 2-year-old boy flying from the back of his bike, he traveled more than 300,000 miles, all in pursuit of one goal: finding his kidnapped son.","['Children and Childhood', 'Kidnapping and Hostages', 'Human Trafficking', 'DNA (Deoxyribonucleic Acid)', 'Movies']",1091
2021-07-14,Arts,Late-Night Hosts Rib Rudy Giuliani Over New Election Night Reports,"“It’s an age-old strategy: After a devastating loss, just say you won,” Stephen Colbert joked of Giuliani on Tuesday.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",['Television'],458
2021-07-14,Business Day,How Germany Hopes to Get the Edge in Driverless Technology,A new law allows autonomous vehicles in everyday use and provides legal consistency lacking in the United States.,"FRANKFURT — In Hamburg, a fleet of electric Volkswagen vans owned by a ride-hailing service roams the streets picking up and dropping off passengers. The vehicles steer themselves, but technicians working from a remote control center keep an eye on their progress with the help of video monitors. If anything goes wrong, they can take control of the vehicle and steer it out of trouble.","['Driverless and Semiautonomous Vehicles', 'Law and Legislation', 'Automobiles', 'Regulation and Deregulation of Industry', 'Politics and Government']",1104
2021-07-14,Sports,Vladimir Guerrero Jr. Blasts His Way Into the Spotlight,"Toronto’s first baseman reminded everyone that Shohei Ohtani is not the only player having a dream season. Thanks to his towering home run, Guerrero was the All-Star Game’s M.V.P.","DENVER — From the moment he was born in 1999, the year of his father’s first All-Star selection, Vladimir Guerrero Jr. was bound to be noticed. When he signed with the Toronto Blue Jays at 16 years old, the spotlight burned brighter.","['Baseball', 'ALL STAR GAMES']",895
2021-07-14,Arts,When Rembrandt Met an Elephant,"An exhibition in Amsterdam explores the wandering life and untimely death of Hansken, an Asian elephant who became a spectacle in 17th-century Europe.","AMSTERDAM — In Rembrandt’s 1638 etching “Adam and Eve in Paradise,” there are two symbols of good and evil. A dragon hovers over the couple as they contemplate the forbidden apple, representing the danger of temptation. And in the background, a little, rotund elephant romps in the sunlight, a sign of chastity and grace. The meaning of these symbols, while obscure today, would have been recognizable in 17th-century Europe.","['Art', 'Elephants']",956
2021-07-14,World,"12 Are Killed in Pakistan Bus Explosion, Including 9 Chinese",At least some of the passengers were engineers traveling to a Chinese-funded hydropower project in the country’s remote northwest.,"ISLAMABAD, Pakistan — At least nine Chinese nationals were killed in Pakistan on Wednesday when their bus fell into a ravine after an explosion, officials said.","['Terrorism', 'Hydroelectric Power', 'Levees and Dams']",307
2021-07-14,Opinion,How Life Looks Through My ‘Whale Eyes’,A filmmaker devises a few experiments to help his family experience his disability — and show how a little imagination can make us all more empathetic.,A filmmaker devises a few experiments to help his family experience his disability — and show how a little imagination can make us all more empathetic.,"['Eyes and Eyesight', 'Surgery and Surgeons', 'Disabilities', 'your-feed-opinionvideo']",0
2021-07-14,Books,"‘Intimacies,’ a Coolly Written Novel About the Arts of Translation and Power","In Katie Kitamura’s fourth novel, a woman adrift takes a job at an international criminal court.","Katie Kitamura’s fourth novel, “Intimacies,” is coolly written and casts a spell. The light it emits is ghostly, like that from under the lid of a Xerox machine.",['Books and Literature'],900
2021-07-14,World,‘So They Know We Existed’: Palestinians Film War in Gaza,"Trapped in deadly fighting between Israel and Hamas, Palestinians in Gaza used their phones to capture the toll of the 11-day war in May.","Trapped in deadly fighting between Israel and Hamas, Palestinians in Gaza used their phones to capture the toll of the 11-day war in May.","['War and Armed Conflicts', 'Defense and Military Forces', 'Palestinians', 'Embargoes and Sanctions']",0
2021-07-14,Sports,5 W.N.B.A. All-Stars to Know ,The W.N.B.A.’s best players will face off in the All-Star Game on Wednesday. Here are five players who could steal the show.,The W.N.B.A.’s best players will face off in the All-Star Game on Wednesday. Here are five players who could steal the show.,['ALL STAR GAMES'],0
2021-07-14,Opinion,Joe Biden and the Communion Wars,Some Catholic bishops want to withhold communion from President Biden because of his stance on abortion. Would it change anything?,"Could the Catholic Church pressure a politician into changing his or her stance on abortion? A debate has erupted in the Catholic community over whether a politician, like President Joe Biden, should be denied communion for supporting abortion rights.","['audio-neutral-informative', 'Abortion']",292
2021-07-14,Well,How Walking Can Build Up the Brain,"Older men and women who walked for six months showed improvements in white matter and memory, while those who danced or did stretching exercises did not.","Exercise can freshen and renovate the white matter in our brains, potentially improving our ability to think and remember as we age, according to a new study of walking, dancing and brain health. It shows that white matter, which connects and supports the cells in our brains, remodels itself when people become more physically active. In those who remain sedentary, on the other hand, white matter tends to fray and shrink.","['Memory', 'Exercise', 'Brain', 'Dancing', 'Walking', 'Elderly', 'Research']",880
2021-07-14,Magazine,For Those of Us Who Love McDonald’s Sweet-and-Sour Sauce,A dish inspired by a childhood in Georgia where the PlayPlace was a hot spot for finding other Korean families.,"In May, when McDonald’s started offering a BTS-branded meal — Chicken McNuggets, a medium Coke and fries with two new sauces, Cajun and sweet chili — fans of the K-pop boy band swarmed stores around the world to snag a taste. Others collected the sauces to resell on eBay. I found it hard to escape the marketing, and the mayhem. I saw ads for the meal everywhere: in my Twitter feed, on TikTok and YouTube and, one night in early June, on a walk home from drinks with friends in Manhattan. There it was, splashed across a McDonald’s storefront. I stopped in to try the meal for myself.","['Sauces', 'Cooking and Cookbooks', 'Fast Food Industry', 'Tofu']",796
2021-07-14,Parenting,‘Mommy Brain’ Is Real,"How to deal with forgetfulness, and embrace your mind’s new ‘superpowers.’",I’ve been playing a not-so-fun guessing game lately: Is my inability to form a coherent thought a result of pandemic fogginess or “mommy brain”?,"['Parenting', 'Pregnancy and Childbirth', 'Brain']",1094
2021-07-14,Opinion,How America Can Unleash the Untapped Power of Its Regions,There's a way to  connect Washington to local needs and capabilities across the country. ,"Last summer, when medical equipment was in short supply, a bipartisan group of governors from Illinois, Indiana, Kentucky, Michigan, Minnesota, Ohio and Wisconsin agreed to work in close coordination to share their resources in the fight against Covid-19 and to set standards for an economic reopening in the region. The idea was that if hospitals in Michigan lacked ventilators or personal protective equipment, they could borrow them from Illinois.","['States (US)', 'Innovation', 'Banking and Financial Institutions', 'Infrastructure (Public Works)', 'United States Politics and Government']",1067
2021-07-14,Health,Vocal Anti-Vaccine Chiropractors Split the Profession,The conflict among chiropractors has become more consequential as the Delta variant of the coronavirus spreads and the rate of new vaccinations slows.,Anyone who listened to the Idaho chiropractor Steven Baker’s podcast in May would have heard a cornucopia of misinformation about the coronavirus and the vaccines protecting hundreds of millions of people against it.,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Rumors and Misinformation', 'Chiropractors', 'Alternative and Complementary Medicine', 'States (US)']",1300
2021-07-14,Opinion,How Life Looks Through My ‘Whale Eyes’,A filmmaker devises a few experiments to help his family experience his disability — and show how a little imagination can make us all more empathetic.,"In the Opinion video above, James Robinson, a filmmaker from Maine, shows what it feels like to live with several disabling eye conditions that have defied an array of treatments and caused him countless humiliations. Using playful graphics and enlisting his family as subjects in a series of optical tests, he invites others to view the world through his eyes.","['Eyes and Eyesight', 'Disabilities']",206
2021-07-14,New York,‘No Vaccine for Racism’: Asian New Yorkers Still Live in Fear of Attacks,New York Police Department patrols aimed at stopping anti-Asian violence have been cut back even as anxiety lingers.,"The surveillance video captures a brutal scene: A woman is thrown down a flight of stairs and smacks into the subway platform violently enough to fracture a bone in her face. It was May 28, and the woman, in her 60s, was among dozens of people attacked during a spate of anti-Asian violence this year.","['Discrimination', 'Hate Crimes', 'Asian-Americans', 'Assaults']",1348
2021-07-14,New York,"Islands in the Stream, That Is Where We Are",New York is almost entirely set on a group of islands. Here’s how to enjoy some of the lesser-known ones.,"It is easy sometimes, particularly when one is afoot in the valley of Manhattan’s skyscrapers or dodging traffic on busy streets in Queens, to forget that this hulking concrete city of ours is almost entirely made up of islands.","['Islands', 'Art', 'Summer (Season)']",891
2021-07-14,Technology,Inside Facebook’s Data Wars,"Executives at the social network have clashed over CrowdTangle, a Facebook-owned data tool that revealed users’ high engagement levels with right-wing media sources.","One day in April, the people behind CrowdTangle, a data analytics tool owned by Facebook, learned that transparency had limits.","['Data-Mining and Database Marketing', 'Right-Wing Extremism and Alt-Right', 'Rumors and Misinformation', 'Social Media', 'News and News Media', 'Computers and the Internet', 'United States Politics and Government']",2563
2021-07-14,Magazine,"He Thought It Was the Flu, but He Had Never Been So Sick",Was there a clue in the dark color of his urine?,"The 22-year-old man struggled to get out of bed. The E.M.T.s were just outside his door, if he could only get there. The previous day he felt that he was coming down with something. Normally he never took naps, but that afternoon, he returned from class feeling completely wiped out and slept long and hard. Yet when he awoke, he felt even worse. Every muscle was sore. He felt feverish. This must be the flu, he told himself. He had the flu shot before starting school that year, but of course no vaccine is 100 percent effective.","['Medicine and Health', 'Tests (Medical)', 'Muscles', 'Kidneys']",1485
2021-07-14,World,Selling Fruit Where the Taliban Stalk the Streets,"For weeks, the northern city of Kunduz has suffered daily street battles. Times journalists were there to document a cat-and-mouse war for control.","KUNDUZ, Afghanistan — The Afghan way of war in 2021 comes down to this: a watermelon vendor on a sweltering city street, a government Humvee at the front line just 30 feet away, and Taliban fighters lurking unseen on the other side of the road.","['Afghanistan War (2001- )', 'Civilian Casualties']",1382
2021-07-14,Travel,Need to Renew Your Passport? Good Luck.,"An appointment to renew or obtain a passport is an elusive proposition these days, as those who let their documents lapse during the pandemic are finding out.","As Americans finally start taking their long-awaited vacations, a surprising number of them are realizing that before they can go abroad, they must first take a different kind of trip: to a U.S. Passport Acceptance Agency.","['Passports', 'Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Content Type: Service']",1388
2021-07-14,Opinion,‘Lean Into It. Lean Into the Culture War.’,Is it Democrats or Republicans who are tearing us apart?,"Should responsibility for the rampant polarization that characterizes American politics today be laid at the feet of liberals or conservatives? I posed that question to my friend Bill Galston, a senior fellow at Brookings and a columnist at The Wall Street Journal.","['United States Politics and Government', 'Presidential Election of 2020', 'Conservatism (US Politics)', 'Polls and Public Opinion', 'Liberalism (US Politics)', 'Race and Ethnicity', 'Whites', 'Civil Rights and Liberties']",2648
2021-07-14,Magazine,What Thurgood Marshall Taught Me,"He became the first Black Supreme Court justice, and the stories he told his clerks — like me — revealed how he helped break down America’s color line.","There’s a story Thurgood Marshall loved to tell about the day the Supreme Court handed down its landmark 1958 decision in Cooper v. Aaron, ordering the integration of the public schools of Little Rock, Ark., and openly chastising state officials for seeking to interfere with the decrees of federal judges.","['Black People', 'Blacks', 'Segregation and Desegregation', 'Legal Profession']",7746
2021-07-14,Business Day,"The Pandemic Forged New FIRE Followers, With a Difference","Newcomers to the “financial independence, retire early” movement, if fortunate enough to stay employed in 2020, were inspired to clean financial house — albeit less aggressively than early adherents.","On March 16, 2020, as coronavirus panic gripped Wall Street and markets took a historic plunge, Traci Williams, a psychologist in her 30s, made her first-ever stock purchase.","['Retirement', 'Savings', 'Personal Finances', 'Content Type: Service', 'Credit and Debt', 'Quarantine (Life and Culture)']",1308
2021-07-14,Magazine,Can the Black Rifle Coffee Company Become the Starbucks of the Right?,The company doubled its sales last year by leaning into America’s culture war. It’s also trying to distance itself from some of its new customers.,"Like most Americans, Evan Hafer experienced the Jan. 6 insurrection at the United States Capitol from a distance, watching it unfold on his television and his iPhone from Salt Lake City. What he saw did not surprise him. Hafer, who is 44, voted for Donald Trump. He was even open at first to the possibility that Trump’s claims of sweeping voter fraud were legitimate, until William Barr, Trump’s attorney general, declared in early December that he could find no evidence that such fraud occurred. Still, Hafer told me recently, “you’re told by the commander in chief for months that the election was stolen, so you’re going to have a group of people that are really pissed.” While he disapproved of those who stormed the Capitol, he didn’t believe that they or their actions constituted a real threat to the republic. “I’ve seen an insurrection,” said Hafer, a former Green Beret and C.I.A. contractor who served in Afghanistan and Iraq. “I know what that looks like.”","['Coffee', 'Right-Wing Extremism and Alt-Right', 'Advertising and Marketing']",6824
2021-07-14,Fashion & Style,The Peacocks Return,"After months of zoom-core dressing, the men of fashion flocked once again to the streets of Europe.","FLORENCE, Italy — Darwin hated peacocks. The sight of a single one of their feathers made him ill. (Admittedly, he was a hypochondriac.) Still, the man who outlined the laws of natural selection well understood the evolutionary purpose of displays that, in humans, are often dismissed as mere vanity. So, too, do the peacocks that historically flock to the European men’s wear shows and congregate at the big men’s wear fair, Pitti Uomo.","['Fashion and Apparel', 'Fashion Shows', 'Men and Boys', 'your-feed-fashion']",1124
2021-07-14,Opinion,The Day Cubans Lost Their Fear,There’s something new about the island-nation’s demonstrations: Cubans have overcome the fear of joining together.,Cubans unexpectedly took to the streets on Sunday. Tens of thousands were chanting for freedom and food. It is hard to imagine a more succinct diagnosis of the problem with Latin America’s oldest dictatorship.,"['Demonstrations, Protests and Riots', 'Social Media']",930
2021-07-14,Arts,"‘Ted Lasso’ Is Back, but No Longer an Underdog",The unlikely hit on Apple TV+ begins its second season on July 23. Jason Sudeikis and his creative team told us how they made it happen.,Jason Sudeikis was taking out the trash last fall when he first learned “Ted Lasso” had found an audience.,"['Television', 'Writing and Writers', 'Actors and Actresses']",1876
2021-07-14,Sports,"Just by Playing, These Goalies Made Crucial Saves","Covid-19 protocols sometimes left teams without a traditional goaltender, meaning another player had to put on a lacrosse helmet or soccer gloves to keep the games going.",Pili Alvarez’s biggest concern was how to put on the goalie gear.,"['Athletics and Sports', 'College Athletics', 'Soccer', 'Lacrosse', 'Coronavirus Reopenings']",880
